suite,method,image,mask,K,sparsity,n_train,dict_iters,crown_T,num_runs,seeds,full_psnr_mean,full_psnr_std,full_ssim_mean,full_ssim_std,full_mse_mean,full_mse_std,full_mae_mean,full_mae_std,hole_psnr_mean,hole_psnr_std,hole_mse_mean,hole_mse_std,hole_mae_mean,hole_mae_std,boundary_mae_mean,boundary_mae_std,missing_frac_actual_mean,missing_frac_actual_std,runtime_sec_mean,runtime_sec_std,observed_max_abs_err_mean,observed_max_abs_err_std
paper,biharmonic,brick,random_p10,256,8,3000,25,5,1,42,41.587006545730496,0.0,0.9935639676447003,0.0,6.939039272133345e-05,0.0,0.0017545887340193246,0.0,31.462237786789636,0.0,0.0007141282627803561,0.0,0.018057275011414957,0.0,0.0017870932374843102,0.0,0.09716796875,0.0,0.008510112762451172,0.0,0.0,0.0
