suite,method,image,mask,K,sparsity,n_train,dict_iters,crown_T,num_runs,seeds,full_psnr_mean,full_psnr_std,full_ssim_mean,full_ssim_std,full_mse_mean,full_mse_std,full_mae_mean,full_mae_std,hole_psnr_mean,hole_psnr_std,hole_mse_mean,hole_mse_std,hole_mae_mean,hole_mae_std,boundary_mae_mean,boundary_mae_std,missing_frac_actual_mean,missing_frac_actual_std,runtime_sec_mean,runtime_sec_std,observed_max_abs_err_mean,observed_max_abs_err_std,train_rmse_final_mean,train_rmse_final_std
paper,biharmonic,brick,random_p10,192,6,2000,20,3,2,"123,42",41.38139804722681,0.20560849850368257,0.9931773311639673,0.0003866364807330047,7.283610625908108e-05,3.445713537747617e-06,0.0018121739300557124,5.758519603638794e-05,31.30518597404361,0.1570518127460261,0.000740909750416972,2.67814876366159e-05,0.018437155172136524,0.00037988016072156884,0.0018459228396553236,5.88296021710134e-05,0.0982666015625,0.0010986328125,0.006533503532409668,0.000975489616394043,0.0,0.0,,
paper,biharmonic,brick,random_p10,192,6,2000,20,5,2,"123,42",41.38139804722681,0.20560849850368257,0.9931773311639673,0.0003866364807330047,7.283610625908108e-05,3.445713537747617e-06,0.0018121739300557124,5.758519603638794e-05,31.30518597404361,0.1570518127460261,0.000740909750416972,2.67814876366159e-05,0.018437155172136524,0.00037988016072156884,0.0018459228396553236,5.88296021710134e-05,0.0982666015625,0.0010986328125,0.006710052490234375,0.0013911724090576172,0.0,0.0,,
paper,biharmonic,brick,random_p10,192,8,2000,20,3,2,"123,42",41.38139804722681,0.20560849850368257,0.9931773311639673,0.0003866364807330047,7.283610625908108e-05,3.445713537747617e-06,0.0018121739300557124,5.758519603638794e-05,31.30518597404361,0.1570518127460261,0.000740909750416972,2.67814876366159e-05,0.018437155172136524,0.00037988016072156884,0.0018459228396553236,5.88296021710134e-05,0.0982666015625,0.0010986328125,0.007382869720458984,0.0014600753784179688,0.0,0.0,,
paper,biharmonic,brick,random_p10,192,8,2000,20,5,2,"123,42",41.38139804722681,0.20560849850368257,0.9931773311639673,0.0003866364807330047,7.283610625908108e-05,3.445713537747617e-06,0.0018121739300557124,5.758519603638794e-05,31.30518597404361,0.1570518127460261,0.000740909750416972,2.67814876366159e-05,0.018437155172136524,0.00037988016072156884,0.0018459228396553236,5.88296021710134e-05,0.0982666015625,0.0010986328125,0.004893898963928223,0.0009139776229858398,0.0,0.0,,
paper,biharmonic,brick,random_p10,256,6,2000,20,3,2,"123,42",41.38139804722681,0.20560849850368257,0.9931773311639673,0.0003866364807330047,7.283610625908108e-05,3.445713537747617e-06,0.0018121739300557124,5.758519603638794e-05,31.30518597404361,0.1570518127460261,0.000740909750416972,2.67814876366159e-05,0.018437155172136524,0.00037988016072156884,0.0018459228396553236,5.88296021710134e-05,0.0982666015625,0.0010986328125,0.0065174102783203125,0.002194643020629883,0.0,0.0,,
paper,biharmonic,brick,random_p10,256,6,2000,20,5,2,"123,42",41.38139804722681,0.20560849850368257,0.9931773311639673,0.0003866364807330047,7.283610625908108e-05,3.445713537747617e-06,0.0018121739300557124,5.758519603638794e-05,31.30518597404361,0.1570518127460261,0.000740909750416972,2.67814876366159e-05,0.018437155172136524,0.00037988016072156884,0.0018459228396553236,5.88296021710134e-05,0.0982666015625,0.0010986328125,0.008568167686462402,0.0017968416213989258,0.0,0.0,,
paper,biharmonic,brick,random_p10,256,8,2000,20,3,2,"123,42",41.38139804722681,0.20560849850368257,0.9931773311639673,0.0003866364807330047,7.283610625908108e-05,3.445713537747617e-06,0.0018121739300557124,5.758519603638794e-05,31.30518597404361,0.1570518127460261,0.000740909750416972,2.67814876366159e-05,0.018437155172136524,0.00037988016072156884,0.0018459228396553236,5.88296021710134e-05,0.0982666015625,0.0010986328125,0.00988161563873291,0.0025266408920288086,0.0,0.0,,
paper,biharmonic,brick,random_p10,256,8,2000,20,5,2,"123,42",41.38139804722681,0.20560849850368257,0.9931773311639673,0.0003866364807330047,7.283610625908108e-05,3.445713537747617e-06,0.0018121739300557124,5.758519603638794e-05,31.30518597404361,0.1570518127460261,0.000740909750416972,2.67814876366159e-05,0.018437155172136524,0.00037988016072156884,0.0018459228396553236,5.88296021710134e-05,0.0982666015625,0.0010986328125,0.006504416465759277,0.0003515481948852539,0.0,0.0,,
paper,biharmonic,brick,random_p30,192,6,2000,20,3,2,"123,42",33.92519125320448,0.11437675713683149,0.9638018604294118,0.0004980893792076446,0.0004051645782071904,1.066803779075677e-05,0.0072799761146636645,5.660738509795458e-05,28.72572758408831,0.11481557140720078,0.0013414639138189838,3.5456373268802376e-05,0.024103308798851752,0.00018985693681809225,0.0072799761146636645,5.660738509795458e-05,0.302032470703125,3.0517578125e-05,0.020782947540283203,0.0019190311431884766,0.0,0.0,,
paper,biharmonic,brick,random_p30,192,6,2000,20,5,2,"123,42",33.92519125320448,0.11437675713683149,0.9638018604294118,0.0004980893792076446,0.0004051645782071904,1.066803779075677e-05,0.0072799761146636645,5.660738509795458e-05,28.72572758408831,0.11481557140720078,0.0013414639138189838,3.5456373268802376e-05,0.024103308798851752,0.00018985693681809225,0.0072799761146636645,5.660738509795458e-05,0.302032470703125,3.0517578125e-05,0.020908117294311523,0.001489877700805664,0.0,0.0,,
paper,biharmonic,brick,random_p30,192,8,2000,20,3,2,"123,42",33.92519125320448,0.11437675713683149,0.9638018604294118,0.0004980893792076446,0.0004051645782071904,1.066803779075677e-05,0.0072799761146636645,5.660738509795458e-05,28.72572758408831,0.11481557140720078,0.0013414639138189838,3.5456373268802376e-05,0.024103308798851752,0.00018985693681809225,0.0072799761146636645,5.660738509795458e-05,0.302032470703125,3.0517578125e-05,0.0215604305267334,0.0006146430969238281,0.0,0.0,,
paper,biharmonic,brick,random_p30,192,8,2000,20,5,2,"123,42",33.92519125320448,0.11437675713683149,0.9638018604294118,0.0004980893792076446,0.0004051645782071904,1.066803779075677e-05,0.0072799761146636645,5.660738509795458e-05,28.72572758408831,0.11481557140720078,0.0013414639138189838,3.5456373268802376e-05,0.024103308798851752,0.00018985693681809225,0.0072799761146636645,5.660738509795458e-05,0.302032470703125,3.0517578125e-05,0.022623538970947266,0.001369476318359375,0.0,0.0,,
paper,biharmonic,brick,random_p30,256,6,2000,20,3,2,"123,42",33.92519125320448,0.11437675713683149,0.9638018604294118,0.0004980893792076446,0.0004051645782071904,1.066803779075677e-05,0.0072799761146636645,5.660738509795458e-05,28.72572758408831,0.11481557140720078,0.0013414639138189838,3.5456373268802376e-05,0.024103308798851752,0.00018985693681809225,0.0072799761146636645,5.660738509795458e-05,0.302032470703125,3.0517578125e-05,0.022197604179382324,0.0017484426498413086,0.0,0.0,,
paper,biharmonic,brick,random_p30,256,6,2000,20,5,2,"123,42",33.92519125320448,0.11437675713683149,0.9638018604294118,0.0004980893792076446,0.0004051645782071904,1.066803779075677e-05,0.0072799761146636645,5.660738509795458e-05,28.72572758408831,0.11481557140720078,0.0013414639138189838,3.5456373268802376e-05,0.024103308798851752,0.00018985693681809225,0.0072799761146636645,5.660738509795458e-05,0.302032470703125,3.0517578125e-05,0.03375446796417236,0.014944672584533691,0.0,0.0,,
paper,biharmonic,brick,random_p30,256,8,2000,20,3,2,"123,42",33.92519125320448,0.11437675713683149,0.9638018604294118,0.0004980893792076446,0.0004051645782071904,1.066803779075677e-05,0.0072799761146636645,5.660738509795458e-05,28.72572758408831,0.11481557140720078,0.0013414639138189838,3.5456373268802376e-05,0.024103308798851752,0.00018985693681809225,0.0072799761146636645,5.660738509795458e-05,0.302032470703125,3.0517578125e-05,0.02112710475921631,0.0004919767379760742,0.0,0.0,,
paper,biharmonic,brick,random_p30,256,8,2000,20,5,2,"123,42",33.92519125320448,0.11437675713683149,0.9638018604294118,0.0004980893792076446,0.0004051645782071904,1.066803779075677e-05,0.0072799761146636645,5.660738509795458e-05,28.72572758408831,0.11481557140720078,0.0013414639138189838,3.5456373268802376e-05,0.024103308798851752,0.00018985693681809225,0.0072799761146636645,5.660738509795458e-05,0.302032470703125,3.0517578125e-05,0.021873116493225098,0.0006510019302368164,0.0,0.0,,
paper,biharmonic,brick,scratches_n4_t8,192,6,2000,20,3,2,"123,42",29.47387827609974,0.5231363450478046,0.8983287662852711,0.012995728380062688,0.0011369865923548102,0.00013629894715091637,0.009956951422220207,0.0015717957991017387,21.706461299522402,0.18941649907249491,0.006757200521696062,0.0002945269531515072,0.058802188924740706,0.00028701095877455354,0.02835242003003003,0.00045241451721266847,0.169464111328125,0.027557373046875,0.015134334564208984,0.005133628845214844,0.0,0.0,,
paper,biharmonic,brick,scratches_n4_t8,192,6,2000,20,5,2,"123,42",29.47387827609974,0.5231363450478046,0.8983287662852711,0.012995728380062688,0.0011369865923548102,0.00013629894715091637,0.009956951422220207,0.0015717957991017387,21.706461299522402,0.18941649907249491,0.006757200521696062,0.0002945269531515072,0.058802188924740706,0.00028701095877455354,0.02835242003003003,0.00045241451721266847,0.169464111328125,0.027557373046875,0.011936664581298828,0.0024094581604003906,0.0,0.0,,
paper,biharmonic,brick,scratches_n4_t8,192,8,2000,20,3,2,"123,42",29.47387827609974,0.5231363450478046,0.8983287662852711,0.012995728380062688,0.0011369865923548102,0.00013629894715091637,0.009956951422220207,0.0015717957991017387,21.706461299522402,0.18941649907249491,0.006757200521696062,0.0002945269531515072,0.058802188924740706,0.00028701095877455354,0.02835242003003003,0.00045241451721266847,0.169464111328125,0.027557373046875,0.014316082000732422,0.004132986068725586,0.0,0.0,,
paper,biharmonic,brick,scratches_n4_t8,192,8,2000,20,5,2,"123,42",29.47387827609974,0.5231363450478046,0.8983287662852711,0.012995728380062688,0.0011369865923548102,0.00013629894715091637,0.009956951422220207,0.0015717957991017387,21.706461299522402,0.18941649907249491,0.006757200521696062,0.0002945269531515072,0.058802188924740706,0.00028701095877455354,0.02835242003003003,0.00045241451721266847,0.169464111328125,0.027557373046875,0.010437488555908203,0.003626585006713867,0.0,0.0,,
paper,biharmonic,brick,scratches_n4_t8,256,6,2000,20,3,2,"123,42",29.47387827609974,0.5231363450478046,0.8983287662852711,0.012995728380062688,0.0011369865923548102,0.00013629894715091637,0.009956951422220207,0.0015717957991017387,21.706461299522402,0.18941649907249491,0.006757200521696062,0.0002945269531515072,0.058802188924740706,0.00028701095877455354,0.02835242003003003,0.00045241451721266847,0.169464111328125,0.027557373046875,0.011474609375,0.005085468292236328,0.0,0.0,,
paper,biharmonic,brick,scratches_n4_t8,256,6,2000,20,5,2,"123,42",29.47387827609974,0.5231363450478046,0.8983287662852711,0.012995728380062688,0.0011369865923548102,0.00013629894715091637,0.009956951422220207,0.0015717957991017387,21.706461299522402,0.18941649907249491,0.006757200521696062,0.0002945269531515072,0.058802188924740706,0.00028701095877455354,0.02835242003003003,0.00045241451721266847,0.169464111328125,0.027557373046875,0.010682106018066406,0.004753828048706055,0.0,0.0,,
paper,biharmonic,brick,scratches_n4_t8,256,8,2000,20,3,2,"123,42",29.47387827609974,0.5231363450478046,0.8983287662852711,0.012995728380062688,0.0011369865923548102,0.00013629894715091637,0.009956951422220207,0.0015717957991017387,21.706461299522402,0.18941649907249491,0.006757200521696062,0.0002945269531515072,0.058802188924740706,0.00028701095877455354,0.02835242003003003,0.00045241451721266847,0.169464111328125,0.027557373046875,0.011743664741516113,0.004710555076599121,0.0,0.0,,
paper,biharmonic,brick,scratches_n4_t8,256,8,2000,20,5,2,"123,42",29.47387827609974,0.5231363450478046,0.8983287662852711,0.012995728380062688,0.0011369865923548102,0.00013629894715091637,0.009956951422220207,0.0015717957991017387,21.706461299522402,0.18941649907249491,0.006757200521696062,0.0002945269531515072,0.058802188924740706,0.00028701095877455354,0.02835242003003003,0.00045241451721266847,0.169464111328125,0.027557373046875,0.012027621269226074,0.005339503288269043,0.0,0.0,,
paper,biharmonic,brick,square_s24,192,6,2000,20,3,2,"123,42",35.90140621922062,0.0,0.9728873246546822,0.0,0.0002569563638916017,0.0,0.001850409215315297,0.0,21.361431660495374,0.0,0.007308981017361115,0.0,0.052633862124524006,0.0,0.029015673533610717,0.0,0.03515625,0.0,0.0048989057540893555,0.00037109851837158203,0.0,0.0,,
paper,biharmonic,brick,square_s24,192,6,2000,20,5,2,"123,42",35.90140621922062,0.0,0.9728873246546822,0.0,0.0002569563638916017,0.0,0.001850409215315297,0.0,21.361431660495374,0.0,0.007308981017361115,0.0,0.052633862124524006,0.0,0.029015673533610717,0.0,0.03515625,0.0,0.004169464111328125,4.76837158203125e-05,0.0,0.0,,
paper,biharmonic,brick,square_s24,192,8,2000,20,3,2,"123,42",35.90140621922062,0.0,0.9728873246546822,0.0,0.0002569563638916017,0.0,0.001850409215315297,0.0,21.361431660495374,0.0,0.007308981017361115,0.0,0.052633862124524006,0.0,0.029015673533610717,0.0,0.03515625,0.0,0.006140589714050293,0.0021425485610961914,0.0,0.0,,
paper,biharmonic,brick,square_s24,192,8,2000,20,5,2,"123,42",35.90140621922062,0.0,0.9728873246546822,0.0,0.0002569563638916017,0.0,0.001850409215315297,0.0,21.361431660495374,0.0,0.007308981017361115,0.0,0.052633862124524006,0.0,0.029015673533610717,0.0,0.03515625,0.0,0.004434108734130859,0.0004100799560546875,0.0,0.0,,
paper,biharmonic,brick,square_s24,256,6,2000,20,3,2,"123,42",35.90140621922062,0.0,0.9728873246546822,0.0,0.0002569563638916017,0.0,0.001850409215315297,0.0,21.361431660495374,0.0,0.007308981017361115,0.0,0.052633862124524006,0.0,0.029015673533610717,0.0,0.03515625,0.0,0.004271030426025391,0.0004801750183105469,0.0,0.0,,
