combo_id,seed,n,K_true,K_learn,s_true,s,N,noise_std,missing_frac,n_iter,als_iters,masked_rmse_initial,masked_rmse_final,baseline_rmse_initial,baseline_rmse_final,full_rmse_masked,full_rmse_baseline,coherence_masked,coherence_baseline,avg_nnz_masked,avg_nnz_baseline,improvement_masked_pct,improvement_baseline_pct,final_gap_pct,plot_path
cfg016,42,20,50,50,3,2,500,0.15,0.3,20,15,0.19610538168457406,0.15605068599806313,0.21708745093237394,0.1856586321343302,0.31796625734931905,0.26711366746936077,0.7674111797525516,0.6879696525659091,2.0,2.0,20.425087441474176,14.477492210194265,15.947519270121923,/Users/abhay/Desktop/CS/CS754_Proj/outputs/sweep/plots/cfg016__seed-42__n-20__K_true-50__K_learn-50__s_true-3__s-2__N-500__noise_std-0p15__missing_frac-0p3__n_iter-20__als_iters-15.png
cfg016,123,20,50,50,3,2,500,0.15,0.3,20,15,0.20148556265592804,0.16143493004957868,0.22394556497689896,0.18872504227598494,0.32954810639861176,0.27204815625635054,0.6539329221632989,0.7229915323446244,2.0,2.0,19.87766869169819,15.727269573097901,14.460249629457312,/Users/abhay/Desktop/CS/CS754_Proj/outputs/sweep/plots/cfg016__seed-123__n-20__K_true-50__K_learn-50__s_true-3__s-2__N-500__noise_std-0p15__missing_frac-0p3__n_iter-20__als_iters-15.png
cfg017,42,20,50,50,3,3,500,0.15,0.3,15,8,0.15456862823329617,0.11856668941663646,0.18039634513070438,0.1473662169603913,0.3173566025689761,0.2549820226956992,0.6529037701579579,0.6965764519730825,3.0,3.0,23.291879618884014,18.309754638532972,19.54282883674451,/Users/abhay/Desktop/CS/CS754_Proj/outputs/sweep/plots/cfg017__seed-42__n-20__K_true-50__K_learn-50__s_true-3__s-3__N-500__noise_std-0p15__missing_frac-0p3__n_iter-15__als_iters-8.png
cfg017,123,20,50,50,3,3,500,0.15,0.3,15,8,0.15950737389805467,0.11921452165364121,0.18849485668757548,0.15138489058320959,0.31446390335871505,0.25778573616951317,0.7138485081252688,0.6434508259800265,3.0,3.0,25.26080848786694,19.687521854176925,21.25071320237586,/Users/abhay/Desktop/CS/CS754_Proj/outputs/sweep/plots/cfg017__seed-123__n-20__K_true-50__K_learn-50__s_true-3__s-3__N-500__noise_std-0p15__missing_frac-0p3__n_iter-15__als_iters-8.png
cfg018,42,20,50,50,3,3,500,0.15,0.3,15,15,0.1545690127773598,0.11812133435041569,0.18039633748677902,0.14736621695885735,0.3145766409696481,0.25498202269471626,0.6566545084955006,0.6965764516075506,3.0,3.0,23.580197461339225,18.309751177926437,19.845038579368858,/Users/abhay/Desktop/CS/CS754_Proj/outputs/sweep/plots/cfg018__seed-42__n-20__K_true-50__K_learn-50__s_true-3__s-3__N-500__noise_std-0p15__missing_frac-0p3__n_iter-15__als_iters-15.png
cfg018,123,20,50,50,3,3,500,0.15,0.3,15,15,0.15950705763181044,0.12049259048388614,0.18849486370235072,0.15138489057688354,0.3162585599978591,0.2577857361703572,0.71252293728706,0.6434508256522072,3.0,3.0,24.459398679387125,19.687524846335847,20.40646194958815,/Users/abhay/Desktop/CS/CS754_Proj/outputs/sweep/plots/cfg018__seed-123__n-20__K_true-50__K_learn-50__s_true-3__s-3__N-500__noise_std-0p15__missing_frac-0p3__n_iter-15__als_iters-15.png
cfg019,42,20,50,50,3,3,500,0.15,0.3,20,8,0.15456862823329617,0.11629627707037973,0.18039634513070438,0.14628394138592699,0.31625029487898343,0.2549745401457784,0.6664286864071347,0.6920738697532213,3.0,3.0,24.76074970734071,18.90969782124,20.49962834706077,/Users/abhay/Desktop/CS/CS754_Proj/outputs/sweep/plots/cfg019__seed-42__n-20__K_true-50__K_learn-50__s_true-3__s-3__N-500__noise_std-0p15__missing_frac-0p3__n_iter-20__als_iters-8.png
cfg019,123,20,50,50,3,3,500,0.15,0.3,20,8,0.15950737389805467,0.11767852338427481,0.18849485668757548,0.15096364242951482,0.3144684433081422,0.2576974180286254,0.7250666013768722,0.6263271881180931,3.0,3.0,26.223772288116145,19.911001773521875,22.048433986866,/Users/abhay/Desktop/CS/CS754_Proj/outputs/sweep/plots/cfg019__seed-123__n-20__K_true-50__K_learn-50__s_true-3__s-3__N-500__noise_std-0p15__missing_frac-0p3__n_iter-20__als_iters-8.png
cfg020,42,20,50,50,3,3,500,0.15,0.3,20,15,0.1545690127773598,0.11699434398580409,0.18039633748677902,0.1462839413829016,0.3174157176563806,0.25497454014132853,0.6343596528446663,0.69207386977539,3.0,3.0,24.309315377253537,18.909694386881593,20.022428381548263,/Users/abhay/Desktop/CS/CS754_Proj/outputs/sweep/plots/cfg020__seed-42__n-20__K_true-50__K_learn-50__s_true-3__s-3__N-500__noise_std-0p15__missing_frac-0p3__n_iter-20__als_iters-15.png
cfg020,123,20,50,50,3,3,500,0.15,0.3,20,15,0.15950705763181044,0.11846515070244401,0.18849486370235072,0.15096364237100526,0.32346095132196623,0.2576974179892969,0.7052792969999299,0.6263271882829995,3.0,3.0,25.73046455668646,19.91100478504837,21.527363249949683,/Users/abhay/Desktop/CS/CS754_Proj/outputs/sweep/plots/cfg020__seed-123__n-20__K_true-50__K_learn-50__s_true-3__s-3__N-500__noise_std-0p15__missing_frac-0p3__n_iter-20__als_iters-15.png
cfg021,42,20,50,50,3,4,500,0.15,0.3,15,8,0.12222604178069091,0.08550797531529658,0.15302849049100137,0.118599519290948,0.3066124105838979,0.245166508498378,0.6627898015564916,0.6138450973678332,4.0,4.0,30.041115567889555,22.49840607431066,27.901920828592353,/Users/abhay/Desktop/CS/CS754_Proj/outputs/sweep/plots/cfg021__seed-42__n-20__K_true-50__K_learn-50__s_true-3__s-4__N-500__noise_std-0p15__missing_frac-0p3__n_iter-15__als_iters-8.png
cfg021,123,20,50,50,3,4,500,0.15,0.3,15,8,0.12763400916991044,0.08885454405686723,0.16052319640142562,0.12187620776506716,0.3411880023836795,0.2501993456483248,0.6216408442816962,0.6536642576333176,4.0,4.0,30.383332283653928,24.075641092837863,27.094429925038078,/Users/abhay/Desktop/CS/CS754_Proj/outputs/sweep/plots/cfg021__seed-123__n-20__K_true-50__K_learn-50__s_true-3__s-4__N-500__noise_std-0p15__missing_frac-0p3__n_iter-15__als_iters-8.png
